"bookId","title","series","author","rating","description","language","isbn","genres","characters","bookFormat","edition","pages","publisher","publishDate","firstPublishDate","awards","numRatings","ratingsByStars","likedPercent","setting","coverImg","bbeScore","bbeVotes","price"
"44790978-matching-configurations","Matching Configurations: QUANTUM ROOTS III","","Kyle Keyes","4.39","Matching Configurations is the second sequel to Quantum Roots, a light Sci-Fi adventure story that features everyday Olan Chapman as a hero vigilante who defends the weak and helpless victims of today's society. Like the first two editions of Quantum Roots, Matching Configurations is based on a growing belief that creation forms from recycled energy, and people evolve from recycled quarks. The book contains more humor than science, as Chapman returns to Earth as someone he once was, and manages to elude Director of Paranormal Affairs, Lt General Alexis Grumman, who keeps both feet on the ground, while her young lover, Jeremy Wade goes cloud bound in a supersonic motor scooter that flies. Book has some content not suitable for readers under 18.","English","9780986437434","['Contemporary', 'Epic', 'Drama', 'Fiction', 'Novels', 'Book Club', 'Suspense']","[]","Paperback","","296","Kyle Keyes","03/25/19","","[]","5171","['2560', '2264', '194', '103', '50']","97","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554472896l/44790978.jpg","11233","125",14.94
"10967.The_Fiery_Cross","The Fiery Cross","Outlander #5","Diana Gabaldon (Goodreads Author), Janos Farkas (translator)","4.24","The year is 1771, and war is coming. Jamie Fraser’s wife tells him so. Little as he wishes to, he must believe it, for hers is a gift of dreadful prophecy—a time-traveler’s certain knowledge. Claire’s unique view of the future has brought him both danger and deliverance in the past; her knowledge of the oncoming revolution is a flickering torch that may light his way through the perilous years ahead—or ignite a conflagration that will leave their lives in ashes.","English","9780440221661","['Historical Fiction', 'Romance', 'Fiction', 'Fantasy', 'Time Travel', 'Historical', 'Historical Romance', 'Audiobook', 'Adult', 'Adventure']","['Jamie Fraser', 'Brianna Randall', 'Roger MacKenzie', 'Jeremiah MacKenzie', 'Fergus Fraser', 'Marsali Fraser', 'Germain Fraser', 'Jocasta Cameron', 'Duncan Innes', 'Claire Randall Fraser', 'Stephen Bonnet', 'Young Ian Murray']","Mass Market Paperback","","1443","Dell","08/30/05","11/06/01","[]","170921","['84508', '52503', '26345', '5745', '1820']","96","['North Carolina (United States)', 'North Carolina (United States)', 'North Carolina (United States)', 'Mount Holicon, The Royal Colony of North Carolina (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407366842l/10967.jpg","11201","147",4.79
"88077.The_Magic_Mountain","The Magic Mountain","","Thomas Mann, John E. Woods (Translator)","4.11","In this dizzyingly rich novel of ideas, Mann uses a sanatorium in the Swiss Alps, a community devoted exclusively to sickness, as a microcosm for Europe, which in the years before 1914 was already exhibiting the first symptoms of its own terminal irrationality. The Magic Mountain is a monumental work of erudition and irony, sexual tension and intellectual ferment, a book that pulses with life in the midst of death.","English","9780679772873","['Fiction', 'Classics', 'German Literature', 'Literature', 'Philosophy', 'Novels', 'Germany', '20th Century', 'Nobel Prize', 'Literary Fiction']","['Hans Castorp', 'Ludovico Settembrini', 'Joachim Ziemssen', 'Hermine Kleefeld', 'Clavdia Chauchat', 'Pieter Peeperkorn']","Paperback","","706","Vintage","10/28/96","10/28/24","[""Helen and Kurt Wolff Translator's Prize for John E. Woods (1996)""]","37578","['17196', '11436', '5785', '2064', '1097']","92","['Switzerland', 'Italy', 'Davos (Switzerland)', 'Hamburg (Germany)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403170928l/88077.jpg","11186","138",9.73
"452306.The_Sisterhood_of_the_Traveling_Pants","The Sisterhood of the Traveling Pants","Sisterhood #1","Ann Brashares","3.80","Carmen got the jeans at a thrift shop. They didn’t look all that great: they were worn, dirty, and speckled with bleach. On the night before she and her friends part for the summer, Carmen decides to toss them. But Tibby says they’re great. She'd love to have them. Lena and Bridget also think they’re fabulous. Lena decides that they should all try them on. Whoever they fit best will get them. Nobody knows why, but the pants fit everyone perfectly. Even Carmen (who never thinks she looks good in anything) thinks she looks good in the pants. Over a few bags of cheese puffs, they decide to form a sisterhood and take the vow of the Sisterhood of the Traveling Pants . . . the next morning, they say good-bye. And then the journey of the pants — and the most memorable summer of their lives — begins.","English","9780385729338","['Young Adult', 'Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Teen', 'Realistic Fiction', 'Childrens', 'Coming Of Age', 'Young Adult Contemporary']","['Bridget Vreeland', 'Tibby Rollins', 'Carmen Lowell', 'Lena Kaligaris', 'Effie Kaligaris', 'Duncan Howe', 'Al Lowell', 'Eric Richman', 'Kostos Dounas']","Hardcover","","294","Delacorte Press","09/11/01","","[""Book Sense Book of the Year Award for Children's Literature (2002)"", 'South Carolina Book Award Nominee for Young Adult Book Award (2004)', 'Maryland Black-Eyed Susan Book Award for High School (2003)', 'Rhode Island Teen Book Award (2002)', 'Evergreen Teen Book Award (2004)', ""Pacific Northwest Library Association Young Reader's Choice Award for Senior (2004)"", 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2003)', 'Iowa Teen Award (2004)', 'Eliot Rosewater Indiana High School Book Award (2004)', 'Lincoln Award Nominee (2007)', 'Missouri Gateway Readers Award (2004)', 'Oklahoma Sequoyah Award for YA (2004)']","623509","['184911', '206461', '169022', '46138', '16977']","90","['Santorini (Greece)', 'South Carolina (United States)', 'Bethesda, Maryland (United States)', 'Loreto, Baja California Sur (Mexico)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461611233l/452306.jpg","11115","160",3.11
"6295.Howl_and_Other_Poems","Howl and Other Poems","","Allen Ginsberg, William Carlos Williams (Introduction)","4.13","","English","9780872863101","['Poetry', 'Classics', 'Fiction', 'American', 'Literature', 'LGBT', '20th Century', 'Queer', 'Banned Books', 'School']","[]","Hardcover","","56","City Lights","01/01/01","10/28/56","[]","93609","['42231', '29693', '15146', '4295', '2244']","93","['United States of America']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327870926l/6295.jpg","11078","157",10.53
"3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler","From the Mixed-Up Files of Mrs. Basil E. Frankweiler","","E.L. Konigsburg","4.15","When suburban Claudia Kincaid decides to run away, she knows she doesn’t just want to run from somewhere, she wants to run to somewhere — to a place that is comfortable, beautiful, and, preferably, elegant. She chooses the Metropolitan Museum of Art in New York City. Knowing her younger brother Jamie has money and thus can help her with a serious cash-flow problem, she invites him along.Once settled into the museum, Claudia and Jamie find themselves caught up in the mystery of an angel statue that the museum purchased at auction for a bargain price of $225. The statue is possibly an early work of the Renaissance master, Michelangelo, and therefore worth millions. Is it? Or isn’t it? Claudia is determined to find out. Her quest leads her to Mrs. Basil E. Frankweiler, the remarkable old woman who sold the statue, and to some equally remarkable discoveries about herself.","English","9780744583274","['Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Mystery', 'Classics', 'Realistic Fiction', 'Adventure', 'Juvenile', 'School']","['Mrs. Basil E. Frankweiler', 'Claudia Kincaid', 'James Kincaid']","Paperback","","178","Walker Books Ltd","06/02/03","10/28/67","['Newbery Medal (1968)', 'Lewis Carroll Shelf Award (1968)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1969)"", ""William Allen White Children's Book Award (1970)""]","189002","['83296', '63614', '31625', '7149', '3318']","94","['New York City, New York (United States)', 'Connecticut (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327784751l/3980.jpg","11067","154",1.59
"2967752-the-elegance-of-the-hedgehog","The Elegance of the Hedgehog","","Muriel Barbery, Alison Anderson (Goodreads Author) (Translator)","3.77","A moving, funny, triumphant novel that exalts the quiet victories of the inconspicuous among us.We are in the center of Paris, in an elegant apartment building inhabited by bourgeois families. Renée, the concierge, is witness to the lavish but vacuous lives of her numerous employers. Outwardly she conforms to every stereotype of the concierge: fat, cantankerous, addicted to television. Yet, unbeknownst to her employers, Renée is a cultured autodidact who adores art, philosophy, music, and Japanese culture. With humor and intelligence she scrutinizes the lives of the building's tenants, who for their part are barely aware of her existence. Then there's Paloma, a twelve-year-old genius. She is the daughter of a tedious parliamentarian, a talented and startlingly lucid child who has decided to end her life on the sixteenth of June, her thirteenth birthday. Until then she will continue behaving as everyone expects her to behave: a mediocre pre-teen high on adolescent subculture, a good but not an outstanding student, an obedient if obstinate daughter. Paloma and Renée hide both their true talents and their finest qualities from a world they suspect cannot or will not appreciate them. They discover their kindred souls when a wealthy Japanese man named Ozu arrives in the building. Only he is able to gain Paloma's trust and to see through Renée's timeworn disguise to the secret that haunts her. This is a moving, funny, triumphant novel that exalts the quiet victories of the inconspicuous among us.","English","9781933372600","['Fiction', 'France', 'Contemporary', 'Philosophy', 'Book Club', 'Literary Fiction', 'Novels', 'Literature', 'Adult Fiction', 'Adult']","['Renée Michel', 'Paloma Josse', 'Kakuro Ozu']","Paperback","","325","Europa Editions","09/02/08","08/28/06","['BTBA Best Translated Book Award Nominee for Fiction Longlist (2009)', 'Prix des Libraires (2007)', 'Brive-La-Gaillarde Readers Prize (2007)', 'French-American Foundation Translation Prize Nominee for Fiction (2008)', 'Prix Georges Brassens (2006)', 'International Dublin Literary Award Nominee for Shortlist (2010)']","148455","['46938', '49378', '31287', '13387', '7465']","86","['France']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347755370l/2967752.jpg","11034","140",3.41
"323355.The_Book_of_Mormon","The Book of Mormon: Another Testament of Jesus Christ","","Joseph Smith Jr. (Translator)","4.34","","English","9780967686561","['Religion', 'Nonfiction', 'Lds', 'Church', 'Spirituality', 'History', 'Inspirational', 'Classics', 'Reference', 'Christian']","[]","Paperback","2013 Edition","531","The Church of Jesus Christ of Latter-day Saints","10/28/13","03/01/30","[]","75222","['58923', '2290', '2811', '2934', '8264']","85","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327389004l/323355.jpg","11029","121",2.9
"4982.The_Sirens_of_Titan","The Sirens of Titan","","Kurt Vonnegut Jr.","4.15","The Sirens of Titan is an outrageous romp through space, time, and morality. The richest, most depraved man on Earth, Malachi Constant, is offered a chance to take a space journey to distant worlds with a beautiful woman at his side. Of course there's a catch to the invitation—and a prophetic vision about the purpose of human life that only Vonnegut has the courage to tell.","English","9999999999999","['Science Fiction', 'Fiction', 'Classics', 'Humor', 'Literature', 'Novels', 'Fantasy', 'Science Fiction Fantasy', 'American', '20th Century']","['Winston Niles Rumfoord', 'Malachi Constant (Unk)', 'Salo', 'Boaz', 'Beatrice Rumfoord (Bee)', 'Chrono', 'Stony Stevenson', 'Noel Constant', 'Ransom K. Fern']","Paperback","SF Masterworks #18","224","Gollancz","09/09/99","10/28/59","['Hugo Award Nominee for Best Novel (1960)', 'Seiun Award 星雲賞 for Best Foreign Novel (1973)']","114778","['47587', '42660', '19497', '3910', '1124']","96","['Indianapolis, Indiana (United States)', 'Newport, Rhode Island (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419363185l/4982.jpg","11010","137",""
"55030.Cosmos","Cosmos","","Carl Sagan","4.37","Cosmos has 13 heavily illustrated chapters, corresponding to the 13 episodes of the Cosmos television series. In the book, Sagan explores 15 billion years of cosmic evolution and the development of science and civilization. Cosmos traces the origins of knowledge and the scientific method, mixing science and philosophy, and speculates to the future of science. The book also discusses the underlying premises of science by providing biographical anecdotes about many prominent scientists throughout history, placing their contributions into the broader context of the development of modern science.The book covers a broad range of topics, comprising Sagan's reflections on anthropological, cosmological, biological, historical, and astronomical matters from antiquity to contemporary times. Sagan reiterates his position on extraterrestrial life—that the magnitude of the universe permits the existence of thousands of alien civilizations, but no credible evidence exists to demonstrate that such life has ever visited earth.","English","9780375508325","['Science', 'Nonfiction', 'Astronomy', 'Physics', 'History', 'Space', 'Philosophy', 'Popular Science', 'Classics', 'Audiobook']","[]","Mass Market Paperback","","384","Random House","05/07/02","05/03/80","['Hugo Award for Best Non-Fiction Book (1981)', 'National Book Award Finalist for Science (Hardcover) (1981)']","116244","['67449', '31440', '12112', '3011', '2232']","95","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388620656l/55030.jpg","10968","143",22.77
"2052.The_Big_Sleep","The Big Sleep","Philip Marlowe #1","Raymond Chandler","3.99","Down these mean streets a man must go who is not himself mean, who is neither tarnished nor afraid....He is the hero; he is everything. He must be a complete man and a common man and yet an unusual man. This is the Code of the Private Eye as defined by Raymond Chandler in his 1944 essay 'The Simple Act of Murder.' Such a man was Philip Marlowe, private eye, an educated, heroic, streetwise, rugged individualist and the hero of Chandler's first novel, The Big Sleep. This work established Chandler as the master of the 'hard-boiled' detective novel, and his articulate and literary style of writing won him a large audience, which ranged from the man in the street to the most sophisticated intellectual.","English","9780394758282","['Mystery', 'Fiction', 'Classics', 'Crime', 'Noir', 'Detective', 'Mystery Thriller', 'Thriller', 'Novels', 'American']","['Philip Marlowe', 'Vivian Regan', 'Carmen Sternwood', 'General Guy Sternwood', 'Eddie Mars', 'Rusty Regan', 'Arthur Gwynn Geiger', 'Owen Taylor', 'Agnes Lozelle', 'Joe Brody', 'Harry Jones', 'Mona Mars', 'Carol Lundgren', 'Lash Camino', 'Bernie Ohls']","Paperback","","231","Vintage Crime","07/12/88","02/06/39","['Anthony Award Nominee for Best Novel of the Century (2000)']","125889","['44696', '47316', '24537', '6477', '2863']","93","['Los Angeles, California (United States)', 'California (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371584712l/2052.jpg","10956","150",4.19
"19351490-grimm-s-fairy-tales","Grimm's Fairy Tales","Dongeng Sepanjang Masa","Jacob Grimm, Wilhelm Grimm, Edward Robert Hughes (illustrator)","4.13","The Grimm brothers were early 19th-century writers best known for their fairy tales coming from Scandinavian, Icelandic and Germanic origins. By 1807 there was a growing interest in German folk tales. The Grimm brothers were academics who invited friends to their home and asked them to relate stories they had heard. They soon published their first collection of tales and from there several more volumes followed.This compilation of fairy tales which includes the complete canon of over 200 tales has become a beloved set of classical stories the world over. Included in this collection are Hansel and Gretel, Briar Rose, The Fisherman and His Wife, Rapunzel, The Frog Prince, Little Red Riding Hood, Rumpelstiltskin, Tom Thumb, and many more. These stories are a delight to read and will rekindle up many childhood memories as they are reread. Presented here in this edition is the faithful translation of Margaret Hunt.","English","B00912L5U2","['Classics', 'Fantasy', 'Fiction', 'Fairy Tales', 'Short Stories', 'Childrens', 'Literature', 'Mythology', 'German Literature', 'Young Adult']","[]","Kindle Edition","","518","","08/21/12","10/28/09","[]","24209","['10492', '8075', '4413', '858', '371']","95","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386705031l/19351490.jpg","10926","184",""
"18334354-quantum-roots","Quantum Roots","","Kyle Keyes","4.35","Federal agents, Alexis Grumman and Jeremy Wade track down a current day vigilante, whose fingerprints match those of a Korean War veteran. Author Kyle Keyes uses characters from two previous novels, to promote a theory that particle energy formats with a quantum root system, that can bypass time and space. Keyes believes that such fiction could turn to fact as we move into the age of quantum mechanics. Adventure fans everywhere should delight in this fast paced action story, that brings yesterday's gun play back to settle cyber-age injustice. Synopsis: Jesse Joe Jacks was born sometime during the snow blizzard of 1923. The Lower Elk County, game warden died from a lightning strike on July 23, 1959, while wearing a sheriff's star. Olan Chapman came to life in August of 1974 and found a computer career with a center city, electronics firm. Chapman drinks heavy and is haunted by flashbacks of an older sister, lost to an unsolved case of gang rape and murder. Jacks loved nature and lived to protect wildlife. He stood tall and fought to uphold justice. Jacks was also a crack shot with a firearm - any firearm. Chapman attends the theatre, plays piano and at one time led a march against the National Rifle Association. Both men have the same fingerprints, much to the chagrin of Lt General Alexis Grumman who heads the federal department for para-normal activities. Working with special agent, Jeremy Wade, Grumman breaks open the case when Chapman's fingerprints also match those of the vigilante.","English","9781478392675","['Drama', 'Contemporary', 'Fiction', 'Book Club', 'Epic', 'Novels', 'Thriller']","[]","Paperback","","262","CreateSpace","08/28/12","","[]","8811","['4185', '3907', '406', '217', '96']","96","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376602412l/18334354.jpg","10903","120",12.74
"3478.Message_in_a_Bottle","Message in a Bottle","","Nicholas Sparks (Goodreads Author)","3.96","Shimmering with suspense and emotional intensity - takes readers on a hunt for the truth about a man and his memories, and about both the heartbreaking fragility and enormous strength of love.Nicholas Sparks is our very best chronicler of the human heart. His stunning first novel, The Notebook, has been given by friend to friend and lover to lover all over the world as a testament to the timeless power of love. But if we thought he could never again move us so deeply, he now shows us he can-in a story that renews our faith in destiny...in the ability of true lovers to find each other no matter where, no matter when... Message In A Bottle Thrown to the waves, and to fate, the bottle could have ended up anywhere. Instead, it is found just three weeks after it begins its journey. Theresa Osborne, divorced and the mother of a twelve-year-old son, picks it up during a seaside vacation from her job as a Boston newspaper columnist. Inside is a letter that opens with: My Dearest Catherine, I miss you my darling, as I always do, but today is particularly hard because the ocean has been singing to me, and the song is that of our life together... For ""Garrett,"" the man who signs the letter, the message is the only way he knows to express his undying love for a woman he has lost. For Theresa, wary of romance since her husband shattered her trust, the message raises questions that intrigue her. Who are Garrett and Catherine? Where is he now? What is his story? Challenged by the mystery, and pulled to find Garrett by emotions she does not fully understand, Theresa begins a search that takes her to a sunlit coastal town and an unexpected confrontation. Brought together by chance-or something more powerful-Theresa and Garrett are people whose lives are about to touch for a purpose, in a tale that resonates with our deepest hopes for finding that special someone and everlasting love. Shimmering with suspense and emotional intensity, Message in a Bottle takes readers on a hunt for the truth about a man and his memories, and about both the heartbreaking fragility and enormous strength of love. For those who cherished The Notebook and readers waiting to discover the magic of Nicholas Sparks's storytelling, here is his new, achingly lovely novel of happenstance, desire, and the choices that matter most...","English","9780446676076","['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance', 'Love', 'Drama', 'Novels']","['Theresa Osborne', 'Garrett Blake']","Paperback","","342","Warner Books","12/01/99","04/01/88","[]","214941","['81110', '67269', '48646', '13020', '4896']","92","['Wilmington, North Carolina (United States)', 'North Carolina (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1163789140l/3478._SY475_.jpg","10885","157",4.04
"22299763-crooked-kingdom","Crooked Kingdom","The Six of Crows Trilogy #2","Leigh Bardugo (Goodreads Author)","4.58","Welcome to the world of the Grisha.Kaz Brekker and his crew of deadly outcasts have just pulled off a heist so daring even they didn't think they'd survive. But instead of divvying up a fat reward, they're right back to fighting for their lives.Double-crossed and badly weakened, the crew is low on resources, allies, and hope. As powerful forces from around the world descend on Ketterdam to root out the secrets of the dangerous drug known as jurda parem, old rivals and new enemies emerge to challenge Kaz's cunning and test the team's fragile loyalties.A war will be waged on the city's dark and twisting streets - a battle for revenge and redemption that will decide the fate of the Grisha world.","English","B0117K9N3Q","['Fantasy', 'Young Adult', 'Fiction', 'LGBT', 'Young Adult Fantasy', 'Romance', 'Magic', 'Adventure', 'High Fantasy', 'Audiobook']","['Genya Safin', 'Inej Ghafa', 'Kaz Brekker', 'Jesper Fahey', 'Wylan Van Eck', 'Matthias Helvar', 'Nina Zenik', 'Zoya Nazyalensky', 'Nikolai Lantsov']","Kindle Edition","","536","Orion Children's Books","09/27/16","","['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2016)']","195183","['132597', '48256', '11149', '2196', '985']","98","['Ketterdam']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456172607l/22299763._SY475_.jpg","10884","119",""
"76401.Bury_My_Heart_at_Wounded_Knee","Bury My Heart at Wounded Knee: An Indian History of the American West","","Dee Brown","4.22","Now a special 30th-anniversary edition in both hardcover and paperback, the classic bestselling history The New York Times called ""Original, remarkable, and finally heartbreaking...Impossible to put down.""Bury My Heart at Wounded Knee is Dee Brown's eloquent, fully documented account of the systematic destruction of the American Indian during the second half of the nineteenth century. A national bestseller in hardcover for more than a year after its initial publication, it has sold almost four million copies and has been translated into seventeen languages. For this elegant thirtieth-anniversary edition—published in both hardcover and paperback—Brown has contributed an incisive new preface.Using council records, autobiographies, and firsthand descriptions, Brown allows the great chiefs and warriors of the Dakota, Ute, Sioux, Cheyenne, and other tribes to tell us in their own words of the battles, massacres, and broken treaties that finally left them demoralized and defeated. A unique and disturbing narrative told with force and clarity, Bury My Heart at Wounded Knee changed forever our vision of how the West was really won.","English","9780805066692","['History', 'Nonfiction', 'American History', 'Classics', 'Historical', 'War', 'Politics', 'Race', 'Native Americans', 'Westerns']","['Sitting Bull', 'Red Cloud', 'Ely Parker', 'Cochise', 'Quanah Parker', 'Kicking Bird', 'Ten Bears', 'Crazy Horse', 'Chief Joseph', 'Geronimo', 'Manuelito', 'Little Crow']","Paperback","Thirtieth Anniversary Edition","509","Henry Holt and Company, LLC","01/23/01","04/28/70","[]","66202","['31572', '22313', '9030', '2073', '1214']","95","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388209846l/76401.jpg","10874","173",3.43
"13414446-prodigy","Prodigy","Legend #2","Marie Lu (Goodreads Author)","4.26","Injured and on the run, it has been seven days since June and Day barely escaped Los Angeles and the Republic with their lives. Day is believed dead having lost his own brother to an execution squad who thought they were assassinating him. June is now the Republic's most wanted traitor. Desperate for help, they turn to the Patriots - a vigilante rebel group sworn to bring down the Republic. But can they trust them or have they unwittingly become pawns in the most terrifying of political games?","English","9780399256769","['Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Teen', 'Action', 'Audiobook']","['June Iparis', 'Daniel Altan Wing']","Hardcover","","371","Putnam Juvenile","01/29/13","","['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2013)']","201922","['95579', '72114', '27601', '4968', '1660']","97","['Nevada (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336254717l/13414446.jpg","10837","134",3.38
"35519.The_Power_of_Myth","The Power of Myth","Joseph Campbell and Power of Myth","Joseph Campbell, Bill Moyers","4.26","The Power Of Myth launched an extraordinary resurgence of interest in Joseph Campbell and his work. A preeminent scholar, writer, and teacher, he has had a profound influence on millions of people. To him, mythology was the ""song of the universe, the music of the spheres."" With Bill Moyers, one of America's most prominent journalists, as his thoughtful and engaging interviewer, The Power Of Myth touches on subjects from modern marriage to virgin births, from Jesus to John Lennon, offering a brilliant combination of intelligence and wit.","English","9780385418867","['Nonfiction', 'Mythology', 'Philosophy', 'Religion', 'History', 'Psychology', 'Spirituality', 'Classics', 'Anthropology', 'Writing']","[]","Paperback","","320","Anchor","06/01/88","","[]","44260","['22631', '13656', '5764', '1426', '783']","95","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878742l/35519.jpg","10800","150",11.69
"1582996.City_of_Ashes","City of Ashes","The Mortal Instruments #2","Cassandra Clare (Goodreads Author)","4.17","Also see: Alternate Cover Editions for this ISBN [ACE]  
  ACE #1
Clary Fray just wishes that her life would go back to normal. But what's normal when you're a demon-slaying Shadowhunter, your mother is in a magically induced coma, and you can suddenly see Downworlders like werewolves, vampires, and faeries? If Clary left the world of the Shadowhunters behind, it would mean more time with her best friend, Simon, who's becoming more than a friend. But the Shadowhunting world isn't ready to let her go — especially her handsome, infuriating, newfound brother, Jace. And Clary's only chance to help her mother is to track down rogue Shadowhunter Valentine, who is probably insane, certainly evil — and also her father.To complicate matters, someone in New York City is murdering Downworlder children. Is Valentine behind the killings — and if he is, what is he trying to do? When the second of the Mortal Instruments, the Soul-Sword, is stolen, the terrifying Inquisitor arrives to investigate and zooms right in on Jace. How can Clary stop Valentine if Jace is willing to betray everything he believes in to help their father?In this breathtaking sequel to City of Bones, Cassandra Clare lures her readers back into the dark grip of New York City's Downworld, where love is never safe and power becomes the deadliest temptation.","English","9781416914297","['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Urban Fantasy', 'Vampires', 'Fiction', 'Supernatural', 'Angels', 'Magic']","['Alexander ""Alec"" Lightwood', 'Jonathan ""Jace"" Wayland', 'Valentine Morgenstern', 'Isabelle ""Izzy"" Sophia Lightwood', 'Magnus Bane', 'Maia Roberts', 'Luke Garroway', 'Imogen Herondale', 'Clarissa ""Clary"" Fray', 'Simon Lewis']","Hardcover","1st Edition","453","Margaret K. McElderry Books","03/25/08","","['Gaylactic Spectrum Award Nominee for Best Novel (2009)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2009)']","746180","['335245', '247861', '124475', '28727', '9872']","95","['New York City, New York (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730356l/1582996._SY475_.jpg","10789","155",4.82
"7061.The_No_1_Ladies_Detective_Agency","The No. 1 Ladies' Detective Agency","No. 1 Ladies' Detective Agency #1","Alexander McCall Smith (Goodreads Author)","3.79","Precious Ramotswe has only just set up shop as Botswana's No.1 (and only) lady detective when she is hired to track down a missing husband, uncover a con man, and follow a wayward daughter. However, the case that tugs at her heart, and lands her in danger, is a missing eleven-year-old boy, who may have been snatched by witch doctors.","English","9781400034772","['Mystery', 'Fiction', 'Africa', 'Crime', 'Mystery Thriller', 'Botswana', 'Detective', 'Adult Fiction', 'Adult', 'Audiobook']","['Precious Ramotswe', 'Silvia Potokwani', 'Charlie the older apprentice', 'Note Mokoti', 'Mr. J.L.B. Matekoni', 'Violet Sepotho', 'Grace Makutsi', 'Fanwell the younger apprentice', 'Obed Ramotswe']","Paperback","","235","Anchor Books","02/06/03","10/28/98","['Martin Beck Award (2004)']","232489","['66604', '82353', '58935', '17125', '7472']","89","['Botswana', 'Johannesburg (South Africa)', 'Mafikeng (South Africa)', 'Gaborone (Botswana)', 'Mochudi (Botswana)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459953654l/7061._SY475_.jpg","10753","165",1.45
"73968.Love_Story","Love Story","Love Story #1","Erich Segal","3.62","Oliver Barrett IV, a wealthy jock from a stuffy WASP family on his way to a Harvard degree and a career in law . . . Jenny Cavilleri, a sharp-tongued, working-class beauty studying music at Radcliffe . . .Opposites in nearly every way, Oliver and Jenny are kindred spirits from vastly different worlds. Falling deeply and powerfully, their attraction to one another defies everything they have ever believed—as they share a passion far greater than anything they dreamed possible . . . and explore the wonder of a love that must end too soon.One of the most adored novels of our time, this is the book that defined a generation—a story of uncompromising devotion, of life as it really is . . . and love that changes everything.","English","9780380017607","['Romance', 'Fiction', 'Classics', 'Contemporary', 'Chick Lit', 'Novels', 'Love', 'Love Story', 'Adult', 'Drama']","['Oliver Barrett IV', 'Jennifer Cavilleri']","Paperback","","224","HarperTorch","01/08/02","02/14/70","[]","52614","['13193', '16402', '14997', '5953', '2069']","85","['Boston, Massachusetts (United States)', 'Massachusetts (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388812297l/73968.jpg","10703","168",3.79
"27266.Glass_Houses","Glass Houses","The Morganville Vampires #1","Rachel Caine (Goodreads Author)","3.91","From the author of the popular Weather Warden series comes the debut of an exciting new series set in Morganville, Texas, where you would be well advised to avoid being out after dark.College freshman Claire Danvers has had enough of her nightmarish dorm situation. When Claire heads off-campus, the imposing old house where she finds a room may not be much better. Her new roommates don't show many signs of life, but they'll have Claire's back when the town's deepest secrets come crawling out, hungry for fresh blood. Will she be able to face the town's terror or will she drown like everyone else?","English","9780451219947","['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Ghosts']","['Michael Glass', 'Shane Collins', 'Eve Rosser', 'Claire Danvers']","Mass Market Paperback","","239","NAL Jam","10/03/06","10/28/06","[]","93231","['35345', '27700', '20045', '6852', '3289']","89","['Morganville, Texas (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428057864l/27266.jpg","10691","138",2.94
